,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
5198,Brian Fatur,21,R,R,"6' 0""",180,"Jun 5, 1979","Northridge, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=fatur-001bri,,0.0,41,2,"Outfielder,Shortstop,SecondBaseman"
5199,Jose Gomez,19,R,R,"6' 2""",170,"Jan 8, 1981","Caracas, Distrito Federal, VE",https://www.baseball-reference.com/register/player.fcgi?id=gomez-005jos,,0.0,np.nan,2,Outfielder
5200,Bryan Grassing,22,R,R,"6' 0""",220,"Jan 12, 1978","Sunrise, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=grassi001bry,,0.0,28,2,ReliefPitcher
5201,Don Graves,19,R,R,"6' 4""",205,"Jan 3, 1981","Columbia, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=graves001don,,0.0,27,5,Pitcher
5202,Ryan Hamill,21,R,R,"6' 0""",200,"Oct 3, 1978","Panorama City, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=hamill001rya,,0.0,25,4,"Catcher,FirstBaseman"
5203,Preston Harriman,20,R,R,"6' 0""",185,"Sep 28, 1979","Fayetteville, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=harrim001pre,,0.0,39,1,"ThirdBaseman,Shortstop,SecondBaseman"
5204,Jutt Hileman,18,R,R,"6' 1""",180,"Jul 13, 1981","Harrisburg, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=hilema001jus,,0.0,16,5,"Outfielder,Shortstop,SecondBaseman"
5205,Kelly Johnson,20,R,R,"6' 1""",205,"May 9, 1980","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=johnso002kel,,0.0,45,3,ReliefPitcher
5206,Adam Lee,22,L,L,"6' 3""",240,"Oct 20, 1977","Pasadena, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=lee---001ada,,0.0,np.nan,1,ReliefPitcher
5207,David Lindsey,21,R,R,"6' 4""",225,"Aug 9, 1978","Metairie, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=lindse001dav,,0.0,29,1,ReliefPitcher
5208,John Lockhart,21,R,R,"6' 1""",195,"Aug 21, 1978","Redondo Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=lockha001joh,,0.0,24,1,ReliefPitcher
5209,Miguel Martinez,18,R,R,"6' 1""",170,"Sep 29, 1981","Monte Cristi, Monte Cristi, DO",https://www.baseball-reference.com/register/player.fcgi?id=martin002mig,,0.0,np.nan,4,StartingPitcher
5210,Aureliano Mejias,19,S,R,"6' 2""",170,"Jul 7, 1980","Puerto Ordaz, Bolivar, VE",https://www.baseball-reference.com/register/player.fcgi?id=mejias001aur,,0.0,np.nan,2,Outfielder
5211,Chris Narveson,18,L,L,"6' 3""",205,"Dec 20, 1981","Englewood, CO, US",https://www.baseball-reference.com/register/player.fcgi?id=narves001chr,https://www.baseball-reference.com/players/n/narvech01.shtml,3965017.517420871,2,14,StartingPitcher
5212,Carlos Olivo,20,R,R,"6' 2""",190,"Oct 19, 1979","Monte Cristi, Monte Cristi, DO",https://www.baseball-reference.com/register/player.fcgi?id=olivo-001car,,0.0,np.nan,2,ReliefPitcher
5213,Juan Perez,19,R,R,"6' 2""",165,"Dec 10, 1980","San Francisco de Macoris, Duarte, DO",https://www.baseball-reference.com/register/player.fcgi?id=perez-007jua,,0.0,np.nan,3,Outfielder
5214,Josh Reese,21,R,R,"6' 1""",205,"Mar 31, 1979","Fayetteville, TN, US",https://www.baseball-reference.com/register/player.fcgi?id=reese-002jos,,0.0,44,1,ReliefPitcher
5215,Albert Rodgers,21,R,R,"6' 2""",190,"Jun 8, 1979","Inglewood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=rodger001alb,,0.0,np.nan,4,"FirstBaseman,ThirdBaseman,Leftfielder"
5216,Carl Rowland,23,R,R,"6' 0""",190,"Oct 10, 1976","Little Rock, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=rowlan001car,,0.0,np.nan,2,Pitcher
5217,Sandy Santana,19,R,R,"5' 10""",150,"Jul 11, 1980","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=santan001san,,0.0,np.nan,2,"SecondBaseman,Leftfielder"
5218,John Santor,18,S,R,"6' 1""",224,"Nov 16, 1981","Northridge, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=santor001joh,,0.0,35,6,"FirstBaseman,ThirdBaseman,Leftfielder"
5219,Billy Schmitt,17,R,R,"6' 1""",200,"Aug 16, 1982","Las Vegas, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=schmit002wil,,0.0,22,4,"ThirdBaseman,FirstBaseman,Catcher"
5220,Josh Teekel,19,R,R,"6' 5""",210,"Sep 18, 1980","Baton Rouge, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=teekel001jos,,0.0,6,7,Pitcher
5221,Justin Woodrow,18,L,R,"6' 1""",180,"Mar 26, 1982","Pittsburgh, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=woodro001jus,,0.0,6,3,Rightfielder
5222,Brent Abernathy,22,R,R,"6' 1""",185,"Sep 23, 1977","Atlanta, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=aberna001mic,https://www.baseball-reference.com/players/a/abernbr01.shtml,766954.5772191959,2,10,"SecondBaseman,ThirdBaseman,FirstBaseman"
5223,Stevenson Agosto,23,L,L,"5' 11""",170,"Sep 2, 1976","Rio Piedras, PR",https://www.baseball-reference.com/register/player.fcgi?id=agosto001ste,,0.0,np.nan,9,Pitcher
5224,Brooks Badeaux,23,S,R,"5' 10""",177,"Oct 20, 1976","Lafayette, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=badeau001bro,,0.0,np.nan,10,"SecondBaseman,Shortstop,ThirdBaseman"
5225,Pat Borders,37,R,R,"6' 2""",190,"May 14, 1963","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=border001pat,https://www.baseball-reference.com/players/b/bordepa01.shtml,-16490295.817497447,6,15,"Catcher,FirstBaseman,ThirdBaseman"
5226,Cedrick Bowers,22,S,L,"6' 2""",220,"Feb 10, 1978","Gainesville, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=bowers001ced,https://www.baseball-reference.com/players/b/bowerce01.shtml,0.0,4,11,Pitcher
5227,Elliot Brown,25,S,R,"6' 2""",190,"Jun 7, 1975","Metairie, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=brown-001ell,,0.0,6,7,Pitcher
5228,Jim Buccheri,31,R,R,"5' 11""",165,"Nov 12, 1968","Brooklyn, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=bucche001jam,,0.0,24,13,"Outfielder,SecondBaseman"
5229,Mickey Callaway,25,R,R,"6' 2""",190,"May 13, 1975","Memphis, TN, US",https://www.baseball-reference.com/register/player.fcgi?id=callaw001mic,https://www.baseball-reference.com/players/c/callami01.shtml,906013.5603459968,7,9,StartingPitcher
5230,Dustin Carr,25,R,R,"5' 11""",189,"Jun 7, 1975","Mount Vernon, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=carr--001dus,,0.0,22,5,"SecondBaseman,ThirdBaseman,Leftfielder"
5231,Vinny Castilla,32,R,R,"6' 1""",175,"Jul 4, 1967","Oaxaca, Oaxaca, MX",https://www.baseball-reference.com/register/player.fcgi?id=castil001vin,https://www.baseball-reference.com/players/c/castivi02.shtml,-25239110.89458902,np.nan,6,na
5232,Brad Cornett,31,R,R,"6' 3""",190,"Feb 4, 1969","Lamesa, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=cornet001bra,https://www.baseball-reference.com/players/c/cornebr01.shtml,0.0,np.nan,8,Pitcher
5233,Doug Creek,31,L,L,"5' 10""",205,"Mar 1, 1969","Winchester, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=creek-001pau,https://www.baseball-reference.com/players/c/creekdo01.shtml,-385324.6660797568,7,10,ReliefPitcher
5234,Eddy De Los Santos,25,R,R,"6' 2""",170,"Feb 24, 1975","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=deloss002edd,,0.0,np.nan,7,"Shortstop,SecondBaseman"
5235,Matt Drews,25,R,R,"6' 8""",230,"Aug 29, 1974","Sarasota, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=drews-001mat,,0.0,1,7,StartingPitcher
5236,Mike Duvall,25,R,L,"6' 0""",185,"Oct 11, 1974","Warrenton, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=duvall001mic,https://www.baseball-reference.com/players/d/duvalmi01.shtml,-350244.70635237714,19,8,ReliefPitcher
5237,Dave Eiland,33,R,R,"6' 3""",210,"Jul 5, 1966","Dade City, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=eiland001dav,https://www.baseball-reference.com/players/e/eilanda01.shtml,-1404966.6264084843,7,14,StartingPitcher
5238,Trevor Enders,25,R,L,"6' 1""",205,"Dec 22, 1974","Milwaukee, WI, US",https://www.baseball-reference.com/register/player.fcgi?id=enders001tre,https://www.baseball-reference.com/players/e/endertr01.shtml,0.0,np.nan,6,ReliefPitcher
5239,Tony Fiore,28,R,R,"6' 4""",210,"Oct 12, 1971","Oak Park, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=fiore-001ant,https://www.baseball-reference.com/players/f/fioreto01.shtml,486821.6353111433,28,15,Pitcher
5240,Neil Garcia,27,S,R,"6' 0""",206,"Apr 6, 1973","Orange, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=garcia001nei,,0.0,7,5,"Catcher,ThirdBaseman,Rightfielder"
5241,Lee Gardner,25,R,R,"6' 0""",219,"Jan 16, 1975","Hartland, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=gardne001ter,https://www.baseball-reference.com/players/g/gardnle01.shtml,1017747.8765741516,np.nan,10,ReliefPitcher
5242,Tony Graffanino,28,R,R,"6' 1""",175,"Jun 6, 1972","Amityville, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=graffa001ant,https://www.baseball-reference.com/players/g/graffto01.shtml,-1005932.3046381216,10,12,"SecondBaseman,Shortstop,ThirdBaseman"
5243,Jose Guillen,24,R,R,"5' 11""",165,"May 17, 1976","San Cristobal, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=guille003jos,https://www.baseball-reference.com/players/g/guilljo01.shtml,-1289033.949779899,np.nan,9,Rightfielder
5244,Juan Guzman,33,R,R,"5' 11""",190,"Oct 28, 1966","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=guzman001jua,https://www.baseball-reference.com/players/g/guzmaju01.shtml,-35939402.56506494,np.nan,12,StartingPitcher
5245,Talley Haines,23,R,R,"6' 5""",205,"Nov 16, 1976","Cape Girardeau, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=haines001jos,,0.0,25,9,ReliefPitcher
5246,Toby Hall,24,R,R,"6' 2""",255,"Oct 21, 1975","Tacoma, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=hall--001tob,https://www.baseball-reference.com/players/h/hallto02.shtml,11453670.369334685,9,8,Catcher
5247,Travis Harper,24,L,R,"6' 4""",190,"May 21, 1976","Harrisonburg, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=harper001tra,https://www.baseball-reference.com/players/h/harpetr01.shtml,2931563.0461082933,3,6,Pitcher
5248,Paul Hoover,24,R,R,"6' 1""",210,"Apr 14, 1976","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=hoover001pau,https://www.baseball-reference.com/players/h/hoovepa01.shtml,491568.7789799073,23,14,"Catcher,ThirdBaseman,Shortstop"
5249,Aubrey Huff,23,L,R,"6' 4""",225,"Dec 20, 1976","Marion, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=huff--001aub,https://www.baseball-reference.com/players/h/huffau01.shtml,73508989.85299547,5,7,"FirstBaseman,ThirdBaseman,Rightfielder"
5250,Ryan Jackson,28,L,L,"6' 2""",195,"Nov 15, 1971","Orlando, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=jackso001rya,https://www.baseball-reference.com/players/j/jacksry01.shtml,-657724.4831722553,7,11,"FirstBaseman,Outfielder"
5251,Jason Jimenez,24,R,L,"6' 2""",205,"Jan 10, 1976","Modesto, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=jimene001jas,https://www.baseball-reference.com/players/j/jimenja01.shtml,0.0,28,8,ReliefPitcher
5252,Cory Lidle,28,R,R,"5' 11""",175,"Mar 22, 1972","Hollywood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=lidle-001cor,https://www.baseball-reference.com/players/l/lidleco01.shtml,-920343.5832014187,np.nan,13,Pitcher
5253,Felix Martinez,26,S,R,"6' 0""",170,"May 18, 1974","Nagua, Maria Trinidad Sanchez, DO",https://www.baseball-reference.com/register/player.fcgi?id=martin002fel,https://www.baseball-reference.com/players/m/martife01.shtml,-283044.09963250306,np.nan,12,"Shortstop,SecondBaseman,ThirdBaseman"
5254,Quinton McCracken,29,S,R,"5' 7""",170,"Aug 16, 1970","Wilmington, NC, US",https://www.baseball-reference.com/register/player.fcgi?id=mccrac001qui,https://www.baseball-reference.com/players/m/mccraqu01.shtml,-4185914.444523464,25,8,"Outfielder,SecondBaseman"
5255,Jim Morris,36,L,L,"6' 3""",215,"Jan 19, 1964","Brownwood, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=morris010jam,https://www.baseball-reference.com/players/m/morrija03.shtml,315169.08212560386,1,7,Pitcher
5256,Travis Phelps,22,R,R,"6' 2""",165,"Jul 25, 1977","Neosho, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=phelps001tra,https://www.baseball-reference.com/players/p/phelptr01.shtml,328915.8186864015,89,11,ReliefPitcher
5257,Denis Pujals,27,R,R,"6' 3""",228,"Feb 5, 1973","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=pujals001den,,0.0,9,6,ReliefPitcher
5258,Bryan Rekar,28,R,R,"6' 3""",205,"Jun 3, 1972","Oaklawn, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=rekar-001bry,https://www.baseball-reference.com/players/r/rekarbr01.shtml,-744060.9211164108,2,10,StartingPitcher
5259,Ryan Rupe,25,R,R,"6' 6""",240,"Mar 31, 1975","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=rupe--001rya,https://www.baseball-reference.com/players/r/rupery01.shtml,-325809.029165002,6,7,StartingPitcher
5260,Alex Sanchez,23,L,L,"5' 10""",180,"Aug 26, 1976","La Habana, La Habana, CU",https://www.baseball-reference.com/register/player.fcgi?id=sanche003ale,https://www.baseball-reference.com/players/s/sanchal03.shtml,1798581.558159395,5,10,Centerfielder
5261,Jared Sandberg,22,R,R,"6' 3""",185,"Mar 2, 1978","Olympia, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=sandbe001jar,https://www.baseball-reference.com/players/s/sandbja01.shtml,0.0,16,12,"ThirdBaseman,FirstBaseman,SecondBaseman"
5262,Ronni Severino,24,L,L,"6' 1""",190,"Aug 6, 1975","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=severi001ron,,0.0,np.nan,7,ReliefPitcher
5263,Bob Smith,26,R,R,"6' 3""",190,"May 10, 1974","Oakland, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=smith-017rob,https://www.baseball-reference.com/players/s/smithbo06.shtml,-665869.7089013804,11,14,"ThirdBaseman,Shortstop,SecondBaseman"
5264,Jeff Sparks,28,R,R,"6' 3""",210,"Apr 4, 1972","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=sparks002jam,https://www.baseball-reference.com/players/s/sparkje01.shtml,0.0,24,5,ReliefPitcher
5265,Billy Taylor,38,R,R,"6' 8""",200,"Oct 16, 1961","Monticello, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=taylor008wil,https://www.baseball-reference.com/players/t/taylobi04.shtml,-7352308.124798434,2,17,ReliefPitcher
5266,Ozzie Timmons,29,R,R,"6' 2""",205,"Sep 18, 1970","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=timmon001osb,https://www.baseball-reference.com/players/t/timmooz01.shtml,-453672.3215009323,5,12,Outfielder
5267,Marc Valdes,28,R,R,"6' 0""",170,"Dec 20, 1971","Dayton, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=valdes001mar,https://www.baseball-reference.com/players/v/valdema01.shtml,-1030721.3948554512,1,8,Pitcher
5268,Dan Wheeler,22,R,R,"6' 3""",220,"Dec 10, 1977","Providence, RI, US",https://www.baseball-reference.com/register/player.fcgi?id=wheele001dan,https://www.baseball-reference.com/players/w/wheelda01.shtml,21980334.109912112,34,11,ReliefPitcher
5269,Matt White,21,R,R,"6' 5""",230,"Aug 13, 1978","Waynesboro, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=white-001mat,,0.0,1,7,StartingPitcher
5270,Randy Winn,26,S,R,"6' 2""",175,"Jun 9, 1974","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=winn--001dwi,https://www.baseball-reference.com/players/w/winnra01.shtml,-616998.35452663,3,6,Outfielder
5271,Victor Zambrano,24,S,R,"6' 0""",190,"Aug 6, 1975","Los Teques, Miranda, VE",https://www.baseball-reference.com/register/player.fcgi?id=zambra001vic,https://www.baseball-reference.com/players/z/zambrvi01.shtml,8844708.37649545,np.nan,12,"Pitcher,SecondBaseman,Shortstop"
5272,Brandon Backe,22,R,R,"6' 0""",182,"Apr 5, 1978","Galveston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=backe-001bra,https://www.baseball-reference.com/players/b/backebr01.shtml,4764270.743845529,18,11,"Pitcher,Outfielder,Shortstop"
5273,Brian Becker,25,R,R,"6' 7""",247,"May 26, 1975","Tempe, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=becker001bri,,0.0,np.nan,9,"FirstBaseman,Leftfielder"
5274,Andy Beinbrink,23,R,R,"6' 3""",200,"Sep 24, 1976","Naples, Campania, IT",https://www.baseball-reference.com/register/player.fcgi?id=beinbr001and,,0.0,7,6,"ThirdBaseman,SecondBaseman"
5275,Jason Brown,26,R,R,"6' 2""",200,"May 22, 1974","Long Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=brown-002jas,,0.0,np.nan,12,"Catcher,Rightfielder"
5276,Garrett Butler,24,S,R,"6' 2""",170,"May 20, 1976","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=butler001gar,,0.0,3,7,Outfielder
5277,Troy Carrasco,25,S,L,"5' 11""",177,"Jan 27, 1975","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=carras001tro,,0.0,3,7,Pitcher
5278,Francisco De La Cruz,26,R,R,"6' 2""",175,"Jul 9, 1973","La Romana, La Romana, DO",https://www.baseball-reference.com/register/player.fcgi?id=delacr003fra,,0.0,np.nan,4,StartingPitcher
5279,Adonis Harrison,23,L,R,"5' 8""",170,"Sep 28, 1976","Glenside, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=harris002ado,,0.0,24,8,"SecondBaseman,Shortstop,ThirdBaseman"
5280,Delvin James,22,R,R,"6' 4""",222,"Jan 3, 1978","Nacogdoches, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=james-001del,https://www.baseball-reference.com/players/j/jamesde01.shtml,0.0,14,10,Pitcher
5281,Kenny Kelly,21,R,R,"6' 3""",180,"Jan 26, 1979","Plant City, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=kelly-001ken,https://www.baseball-reference.com/players/k/kellyke01.shtml,0.0,2,11,Outfielder
5282,Jim Lira,23,R,R,"6' 1""",175,"May 19, 1977","Kingsville, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=lira--001jam,,0.0,27,6,"ReliefPitcher,Rightfielder"
5283,Scott Neuberger,22,R,R,"6' 3""",227,"Aug 14, 1977","Pasadena, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=neuber001sco,,0.0,86,8,Rightfielder
5284,Nestor Pérez,23,R,R,"5' 10""",172,"Nov 24, 1976","Matanzas, Matanzas, CU",https://www.baseball-reference.com/register/player.fcgi?id=perez-001nes,,0.0,np.nan,7,na
5285,Tony Pigott,24,R,R,"6' 1""",194,"Jun 13, 1976","Wilmington, NC, US",https://www.baseball-reference.com/register/player.fcgi?id=pigott001ant,,0.0,27,5,Outfielder
5286,Joe Pomierski,26,L,R,"6' 2""",208,"Apr 15, 1974","Biloxi, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=pomier001jos,,0.0,10,9,"Leftfielder,FirstBaseman,ThirdBaseman"
5287,Eddy Reyes,24,R,R,"6' 4""",200,"Apr 24, 1976","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=reyes-004edu,,0.0,7,5,ReliefPitcher
5288,Damian Rolls,22,R,R,"6' 2""",205,"Sep 15, 1977","Manhattan, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=rolls-001dam,https://www.baseball-reference.com/players/r/rollsda01.shtml,2213656.5223229825,1,10,"ThirdBaseman,Outfielder,FirstBaseman"
5289,Juan Rosario,24,R,R,"6' 4""",229,"Nov 17, 1975","Rancho Viejo, La Vega, DO",https://www.baseball-reference.com/register/player.fcgi?id=rosari001jua,,0.0,np.nan,9,"ReliefPitcher,Leftfielder"
5290,Bobby Seay,22,L,L,"6' 2""",221,"Jun 20, 1978","Sarasota, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=seay--001rob,https://www.baseball-reference.com/players/s/seaybo01.shtml,8000291.8509839475,1,10,ReliefPitcher
5291,Jason Standridge,21,R,R,"6' 3""",240,"Nov 9, 1978","Birmingham, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=standr001jas,https://www.baseball-reference.com/players/s/standja01.shtml,434617.24806201545,1,12,Pitcher
5292,Ging Aaron,20,R,R,"6' 0""",165,"Sep 21, 1979","Columbia, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=aaron-001ogi,,0.0,19,2,"SecondBaseman,Shortstop,Leftfielder"
